#Organism group,Strain,Isolate identifiers,Serovar,Isolate,Create date,Location,Isolation source,Isolation type,SNP cluster,Min-same,Min-diff,BioSample,Assembly,AMR genotypes,Computed types
"Candida auris",,"""B12455"",""SRS3855079""",,"PDT000585890.1","2019-09-13T14:31:11Z","USA: New York","sputum","clinical","PDS000050611.11",2,,"SAMN10139471",,,
"Candida auris",,"""B12491"",""SRS3826193""",,"PDT000585891.1","2019-09-13T14:31:11Z","USA: New York","BAL/Bronch Wash","clinical","PDS000050611.11",0,,"SAMN10139375",,,
"Candida auris",,"""B12751"",""SRS3826192""",,"PDT000585892.1","2019-09-13T14:31:11Z","USA: New Jersey","Axilla","clinical","PDS000050611.11",1,,"SAMN10139293",,,
"Candida auris",,"""B11878"",""SRS3855078""",,"PDT000585893.1","2019-09-13T14:31:11Z","USA: New York","blood","clinical","PDS000050611.11",2,,"SAMN10139549",,,
"Candida auris",,"""B12551"",""SRS3826191""",,"PDT000585894.1","2019-09-13T14:31:11Z","USA: New Jersey","blood","clinical","PDS000050611.11",2,,"SAMN10139365",,,
"Candida auris",,"""B12548"",""SRS3826189""",,"PDT000585895.1","2019-09-13T14:31:12Z","USA: New Jersey","blood","clinical","PDS000050611.11",1,,"SAMN10139368",,,
"Candida auris",,"""B12804"",""SRS3826224""",,"PDT000585896.1","2019-09-13T14:31:12Z","USA: New York","urine","clinical","PDS000050611.11",1,,"SAMN10139279",,,
"Candida auris",,"""B12683"",""SRS3826188""",,"PDT000585897.1","2019-09-13T14:31:12Z","USA: New York","nares","clinical","PDS000050611.11",1,,"SAMN10139316",,,
"Candida auris",,"""B12942"",""SRS3826190""",,"PDT000585898.1","2019-09-13T14:31:12Z","USA: New Jersey","Axilla","clinical","PDS000050611.11",1,,"SAMN10139225",,,
"Candida auris",,"""B12434"",""SRS3855077""",,"PDT000585899.1","2019-09-13T14:31:12Z","USA: New York","skin","clinical","PDS000050611.11",5,,"SAMN10139486",,,
"Candida auris",,"""B12890"",""SRS3826186""",,"PDT000585901.1","2019-09-13T14:31:12Z","USA: New Jersey","swab","clinical","PDS000050611.11",0,,"SAMN10139244",,,
"Candida auris",,"""B13519"",""SRS3826184""",,"PDT000585903.1","2019-09-13T14:31:13Z","USA: Massachusetts","urine","clinical","PDS000050611.11",4,,"SAMN10139195",,,
"Candida auris",,"""B12688"",""SRS3826187""",,"PDT000585904.1","2019-09-13T14:31:13Z","USA: New York","Groin","clinical","PDS000050611.11",0,,"SAMN10139313",,,
"Candida auris",,"""B12660"",""SRS3826183""",,"PDT000585905.1","2019-09-13T14:31:13Z","USA: New York","nares","clinical","PDS000050611.11",3,,"SAMN10139333",,,
"Candida auris",,"""B13327"",""SRS3826185""",,"PDT000585906.1","2019-09-13T14:31:13Z","USA: New Jersey","Axilla","clinical","PDS000050611.11",5,,"SAMN10139199",,,
"Candida auris",,"""B12537"",""SRS3826182""",,"PDT000585907.1","2019-09-13T14:31:14Z","USA: New York","blood","clinical","PDS000050611.11",5,,"SAMN10139369",,,
"Candida auris",,"""B12466"",""SRS3855074""",,"PDT000585908.1","2019-09-13T14:31:14Z","USA: New York","Nose","clinical","PDS000050611.11",0,,"SAMN10139462",,,
"Candida auris",,"""B11813"",""SRS3855073""",,"PDT000585910.1","2019-09-13T14:31:14Z","USA: Maryland","blood","clinical","PDS000050611.11",1,,"SAMN10139555",,,
"Candida auris",,"""B12447"",""SRS3855000""",,"PDT000585911.1","2019-09-13T14:31:14Z","USA: New York","respiratory","clinical","PDS000050611.11",3,,"SAMN10139479",,,
"Candida auris",,"""B12687"",""SRS3826179""",,"PDT000585912.1","2019-09-13T14:31:14Z","USA: New York","Axilla","clinical","PDS000050611.11",0,,"SAMN10139314",,,
"Candida auris",,"""B12679"",""SRS3826177""",,"PDT000585913.1","2019-09-13T14:31:15Z","USA: New York","Groin","clinical","PDS000050611.11",1,,"SAMN10139319",,,
"Candida auris",,"""B13330"",""SRS3826180""",,"PDT000585914.1","2019-09-13T14:31:15Z","USA: New Jersey","Axilla","clinical","PDS000050611.11",4,,"SAMN10139196",,,
"Candida auris",,"""B12667"",""SRS3826178""",,"PDT000585916.1","2019-09-13T14:31:15Z","USA: New Jersey","blood","clinical","PDS000050611.11",6,,"SAMN10139327",,,
"Candida auris",,"""B12622"",""SRS3826173""",,"PDT000585917.1","2019-09-13T14:31:15Z","USA: New Jersey","blood","clinical","PDS000050611.11",0,,"SAMN10139335",,,
"Candida auris",,"""B14165"",""SRS5663019""",,"PDT000766866.1","2020-06-15T22:13:41Z","Saudi Arabia","urine","clinical","PDS000050611.11",18,,"SAMN13294117",,,
"Candida auris",,"""B14156"",""SRS5663018""",,"PDT000766867.1","2020-06-15T22:13:41Z","United Arab Emirates",,"clinical","PDS000050611.11",8,,"SAMN13294118",,,
"Candida auris",,"""B14146"",""SRS5663016""",,"PDT000766869.1","2020-06-15T22:13:42Z","Saudi Arabia","blood","clinical","PDS000050611.11",18,,"SAMN13294120",,,
"Candida auris",,"""B13917"",""SRS5663012""",,"PDT000766873.1","2020-06-15T22:13:43Z","United Arab Emirates","blood","clinical","PDS000050611.11",8,,"SAMN13294124",,,
"Candida auris",,"""B13282"",""SRS5663008""",,"PDT000766877.1","2020-06-15T22:13:44Z","USA: New York","blood","clinical","PDS000050611.11",5,,"SAMN13294128",,,
"Candida auris",,"""B13279"",""SRS5663007""",,"PDT000766878.1","2020-06-15T22:13:44Z","USA: New York","sputum","clinical","PDS000050611.11",3,,"SAMN13294129",,,
"Candida auris",,"""B13277"",""SRS5662990""",,"PDT000766879.1","2020-06-15T22:13:45Z","USA: New York","bile","clinical","PDS000050611.11",3,,"SAMN13294130",,,
"Candida auris",,"""B13276"",""SRS5662989""",,"PDT000766901.1","2020-06-15T22:13:51Z","USA: New York","blood","clinical","PDS000050611.11",7,,"SAMN13294131",,,
"Candida auris",,"""B13274"",""SRS5662988""",,"PDT000766902.1","2020-06-15T22:13:51Z","USA: New York","urine","clinical","PDS000050611.11",7,,"SAMN13294132",,,
"Candida auris",,"""B12802"",""SRS5662987""",,"PDT000766903.1","2020-06-15T22:13:51Z","USA: New York","sputum","clinical","PDS000050611.11",3,,"SAMN13294133",,,
"Candida auris",,"""B12421"",""SRS5662986""",,"PDT000766904.1","2020-06-15T22:13:51Z","USA: New York","blood","clinical","PDS000050611.11",2,,"SAMN13294134",,,
"Candida auris","B17907","""B17907"",""SRS6891467""",,"PDT000783970.1","2020-07-07T17:16:27Z","USA: New jersey","blood","clinical","PDS000050611.11",12,,"SAMN14925578",,,
"Candida auris","B17650","""B17650"",""SRS6891458""",,"PDT000783979.1","2020-07-07T17:16:31Z","USA: Florida","urine","clinical","PDS000050611.11",0,,"SAMN14925569",,,
"Candida auris","B17604","""B17604"",""SRS6891455""",,"PDT000783981.1","2020-07-07T17:16:32Z","USA: Florida","blood","clinical","PDS000050611.11",3,,"SAMN14925568",,,
"Candida auris","B17055","""B17055"",""SRS6891454""",,"PDT000783982.1","2020-07-07T17:16:32Z","USA: Florida","urine","clinical","PDS000050611.11",0,,"SAMN14925567",,,
"Candida auris","B17051","""B17051"",""SRS6891452""",,"PDT000783984.1","2020-07-07T17:16:34Z","USA: Florida","urine","clinical","PDS000050611.11",4,,"SAMN14925565",,,
"Candida auris","19-61","""19-61"",""SRS6877535"",""[Candida] auris 19-61""",,"PDT000838032.1","2020-09-17T14:24:14Z","USA: New York","urine","clinical","PDS000050611.11",19,,"SAMN15328173",,,
"Candida auris","19-43","""19-43"",""SRS6877534"",""[Candida] auris 19-43""",,"PDT000838033.1","2020-09-17T14:24:18Z","USA: New York","blood","clinical","PDS000050611.11",0,,"SAMN15328172",,,
"Candida auris","19-42","""19-42"",""SRS6877533"",""[Candida] auris 19-42""",,"PDT000838034.1","2020-09-17T14:24:18Z","USA: New York","blood","clinical","PDS000050611.11",0,,"SAMN15328171",,,
"Candida auris","19-4","""19-4"",""SRS6877532"",""[Candida] auris 19-4""",,"PDT000838035.1","2020-09-17T14:24:19Z","USA: New York","urine","clinical","PDS000050611.11",7,,"SAMN15328170",,,
"Candida auris","B11861","""B11861"",""SRS7729444""",,"PDT000892316.1","2020-11-17T23:31:33Z","USA: New York","blood","clinical","PDS000050611.11",1,,"SAMN16822047",,,
"Candida auris",,"""30015224381"",""CNISP 0002"",""SRS5736534""",,"PDT000942691.1","2021-01-28T15:20:47Z","Canada","Healthcare","clinical","PDS000050611.11",47,,"SAMN13424502",,,
"Candida auris","WM-18.196","""SRS6430110"",""WM-18.196"",""WM_18.196""",,"PDT000942701.1","2021-01-28T15:20:51Z","India","Blood culture","clinical","PDS000050611.11",41,,"SAMN13938681",,,
"Candida auris","WM-18.195","""SRS6430109"",""WM-18.195"",""WM_18.195""",,"PDT000942702.1","2021-01-28T15:20:51Z","India","Blood culture","clinical","PDS000050611.11",27,,"SAMN13938680",,,
"Candida auris","AR-0390","""AR-0390"",""SRS7124122""",,"PDT000942713.1","2021-01-28T15:20:55Z",,,"clinical","PDS000050611.11",32,,"SAMN15689539",,,
"Candida auris","AR-0388","""AR-0388"",""SRS7124120""",,"PDT000942715.1","2021-01-28T15:20:55Z",,,"clinical","PDS000050611.11",3,,"SAMN15689537",,,
"Candida auris","VPCI_82_P_20","""S83_P_2020"",""SRS7918704"",""VPCI_82_P_20""",,"PDT000942747.1","2021-01-28T15:21:06Z","India","Ear; Patient D","clinical","PDS000050611.11",3,,"SAMN17149512",,,
"Candida auris","VPCI_81_P_20","""S81_P_2020"",""SRS7918703"",""VPCI_81_P_20""",,"PDT000942748.1","2021-01-28T15:21:06Z","India","groin; Patient C","clinical","PDS000050611.11",2,,"SAMN17149511",,,
"Candida auris","VPCI_80_P_20","""S80_P_2020"",""SRS7918702"",""VPCI_80_P_20""",,"PDT000942749.1","2021-01-28T15:21:06Z","India","Ear; Patient B","clinical","PDS000050611.11",3,,"SAMN17149510",,,
"Candida auris","VPCI_E_25_20","""SRS7918697"",""VPCI_E_25_20"",""VPCI_E_25_2020""",,"PDT000942754.1","2021-01-28T15:21:07Z","India","Bed railing; Patient B","clinical","PDS000050611.11",2,,"SAMN17149514",,,
"Candida auris","B11205","""B11205"",""CDC_B11205"",""SRS1558397""",,"PDT000945384.2","2021-01-29T16:50:45Z","India","wound","clinical","PDS000050611.11",3,,"SAMN05379594","GCA_016772135.1",,
"Candida auris","CA_IC11","""4ac47462-e67f-11e9-806b-fa163e7ba195"",""CA_IC11"",""ERS3799150""",,"PDT000949407.1","2021-02-05T05:24:48Z",,,,"PDS000050611.11",,,"SAMEA5996342",,,
"Candida auris","CA_IC12","""4acfc0b0-e67f-11e9-806b-fa163e7ba195"",""CA_IC12"",""ERS3799149""",,"PDT000949408.1","2021-02-05T05:24:48Z",,,,"PDS000050611.11",,,"SAMEA5996341",,,
"Candida auris","CA_IC13","""4ada2aa0-e67f-11e9-806b-fa163e7ba195"",""CA_IC13"",""ERS3799152""",,"PDT000949409.1","2021-02-05T05:24:48Z",,,,"PDS000050611.11",,,"SAMEA5996344",,,
"Candida auris","CA_IC14","""4ae570c2-e67f-11e9-806b-fa163e7ba195"",""CA_IC14"",""ERS3799151""",,"PDT000949410.1","2021-02-05T05:24:48Z",,,,"PDS000050611.11",,,"SAMEA5996343",,,
"Candida auris","CA_IC15","""4af0056e-e67f-11e9-806b-fa163e7ba195"",""CA_IC15"",""ERS3799153""",,"PDT000949411.1","2021-02-05T05:24:49Z",,,,"PDS000050611.11",,,"SAMEA5996345",,,
"Candida auris","CA_IC16","""4afa7dfa-e67f-11e9-806b-fa163e7ba195"",""CA_IC16"",""ERS3799154""",,"PDT000949412.1","2021-02-05T05:24:49Z",,,,"PDS000050611.11",,,"SAMEA5996346",,,
"Candida auris","CA_IC17","""4b04f8ac-e67f-11e9-806b-fa163e7ba195"",""CA_IC17"",""ERS3799156""",,"PDT000949413.1","2021-02-05T05:24:49Z",,,,"PDS000050611.11",,,"SAMEA5996348",,,
"Candida auris","CA_IC18","""4b0f8f9c-e67f-11e9-806b-fa163e7ba195"",""CA_IC18"",""ERS3799155""",,"PDT000949414.1","2021-02-05T05:24:49Z",,,,"PDS000050611.11",,,"SAMEA5996347",,,
"Candida auris","CA_IC19","""4b1a1b60-e67f-11e9-806b-fa163e7ba195"",""CA_IC19"",""ERS3799157""",,"PDT000949415.1","2021-02-05T05:24:50Z",,,,"PDS000050611.11",,,"SAMEA5996349",,,
"Candida auris","CA_IC20","""4b26a7b8-e67f-11e9-806b-fa163e7ba195"",""CA_IC20"",""ERS3799159""",,"PDT000949416.1","2021-02-05T05:24:50Z",,,,"PDS000050611.11",,,"SAMEA5996351",,,
"Candida auris","CA_IC22","""4b3d013e-e67f-11e9-806b-fa163e7ba195"",""CA_IC22"",""ERS3799160""",,"PDT000949417.1","2021-02-05T05:24:50Z",,,,"PDS000050611.11",,,"SAMEA5996352",,,
"Candida auris","CA_IC23","""4b48a412-e67f-11e9-806b-fa163e7ba195"",""CA_IC23"",""ERS3799161""",,"PDT000949418.1","2021-02-05T05:24:50Z",,,,"PDS000050611.11",,,"SAMEA5996353",,,
"Candida auris","CA_IC21","""4b31d1e2-e67f-11e9-806b-fa163e7ba195"",""CA_IC21"",""ERS3799158""",,"PDT000949424.1","2021-02-05T05:24:52Z",,,,"PDS000050611.11",,,"SAMEA5996350",,,
"Candida auris","B11096","""B11096"",""CDC_B11096"",""SRS1558387""",,"PDT000585001.1","2019-09-12T19:32:47Z","Pakistan","blood","clinical","PDS000050612.18",1,,"SAMN05379575",,,
"Candida auris","B11097","""B11097"",""CDC_B11097"",""SRS1558388""",,"PDT000585002.1","2019-09-12T19:32:47Z","Pakistan","urine","clinical","PDS000050612.18",0,,"SAMN05379576",,,
"Candida auris","B11114","""B11114"",""CDC_B11114"",""SRS1558389""",,"PDT000585003.1","2019-09-12T19:32:48Z","Pakistan","blood","clinical","PDS000050612.18",1,,"SAMN05379586",,,
"Candida auris","B11117","""B11117"",""CDC_B11117"",""SRS1558392""",,"PDT000585006.1","2019-09-12T19:32:52Z","Pakistan","blood","clinical","PDS000050612.18",0,,"SAMN05379589",,,
"Candida auris","B11118","""B11118"",""CDC_B11118"",""SRS1558393""",,"PDT000585007.1","2019-09-12T19:32:55Z","Pakistan","urine","clinical","PDS000050612.18",1,,"SAMN05379590",,,
"Candida auris","B11119","""B11119"",""CDC_B11119"",""SRS1558394""",,"PDT000585008.1","2019-09-12T19:32:55Z","Pakistan","urine","clinical","PDS000050612.18",1,,"SAMN05379591",,,
"Candida auris","B11209","""B11209"",""CDC_B11209"",""SRS1558402""",,"PDT000585016.1","2019-09-12T19:33:03Z","India","not collected","clinical","PDS000050612.18",0,,"SAMN05379598",,,
"Candida auris","B11210","""B11210"",""CDC_B11210"",""SRS1558403""",,"PDT000585017.1","2019-09-12T19:33:03Z","India","not collected","clinical","PDS000050612.18",0,,"SAMN05379599",,,
"Candida auris","B11212","""B11212"",""CDC_B11212"",""SRS1558404""",,"PDT000585018.1","2019-09-12T19:33:04Z","India","not collected","clinical","PDS000050612.18",41,,"SAMN05379600",,,
"Candida auris","B11213","""B11213"",""CDC_B11213"",""SRS1558405""",,"PDT000585019.1","2019-09-12T19:33:04Z","India","not collected","clinical","PDS000050612.18",41,,"SAMN05379601",,,
"Candida auris","B11214","""B11214"",""CDC_B11214"",""SRS1558406""",,"PDT000585020.1","2019-09-12T19:33:04Z","India","not collected","clinical","PDS000050612.18",0,,"SAMN05379602",,,
"Candida auris","B11215","""B11215"",""CDC_B11215"",""SRS1558407""",,"PDT000585021.1","2019-09-12T19:33:05Z","India","not collected","clinical","PDS000050612.18",1,,"SAMN05379603",,,
"Candida auris","B11216","""B11216"",""CDC_B11216"",""SRS1558408""",,"PDT000585022.1","2019-09-12T19:33:05Z","India","not collected","clinical","PDS000050612.18",2,,"SAMN05379604",,,
"Candida auris","B11101","""B11101"",""CDC_B11101"",""SRS1558421""",,"PDT000585035.1","2019-09-12T19:33:18Z","Pakistan","blood","clinical","PDS000050612.18",0,,"SAMN05379579",,,
"Candida auris","B11102","""B11102"",""CDC_B11102"",""SRS1558431""",,"PDT000585044.1","2019-09-12T19:33:29Z","Pakistan","blood","clinical","PDS000050612.18",0,,"SAMN05379580",,,
"Candida auris","B11105","""B11105"",""CDC_B11105"",""SRS1558433""",,"PDT000585046.1","2019-09-12T19:33:31Z","Pakistan","cvc tip","clinical","PDS000050612.18",1,,"SAMN05379583",,,
"Candida auris","B11113","""B11113"",""CDC_B11113"",""SRS1558435""",,"PDT000585048.1","2019-09-12T19:33:32Z","Pakistan","urine","clinical","PDS000050612.18",1,,"SAMN05379585",,,
"Candida auris","B11104","""B11104"",""CDC_B11104"",""SRS2632463""",,"PDT000585049.1","2019-09-12T19:33:32Z","Pakistan","urine","clinical","PDS000050612.18",1,,"SAMN05379582",,,
"Candida auris",,"""19e98140-c5d8-11e6-b158-3c4a9275d6c8"",""ERS1497234""",,"PDT000585277.1","2019-09-13T13:30:09Z",,,,"PDS000050612.18",,,"SAMEA44339668",,,
"Candida auris",,"""19fabf50-c5d8-11e6-b158-3c4a9275d6c8"",""ERS1497236""",,"PDT000585279.1","2019-09-13T13:30:11Z",,,,"PDS000050612.18",,,"SAMEA44341168",,,
"Candida auris",,"""1a0371e0-c5d8-11e6-b158-3c4a9275d6c8"",""ERS1497237""",,"PDT000585280.1","2019-09-13T13:30:13Z",,,,"PDS000050612.18",,,"SAMEA44341918",,,
"Candida auris",,"""1a0d35e0-c5d8-11e6-b158-3c4a9275d6c8"",""ERS1497238""",,"PDT000585281.1","2019-09-13T13:30:17Z",,,,"PDS000050612.18",,,"SAMEA44342668",,,
"Candida auris",,"""1a1943d0-c5d8-11e6-b158-3c4a9275d6c8"",""ERS1497239""",,"PDT000585282.1","2019-09-13T13:30:24Z",,,,"PDS000050612.18",,,"SAMEA44343418",,,
"Candida auris",,"""1a21a840-c5d8-11e6-b158-3c4a9275d6c8"",""ERS1497240""",,"PDT000585283.1","2019-09-13T13:30:24Z",,,,"PDS000050612.18",,,"SAMEA44344168",,,
"Candida auris",,"""1a2a33c0-c5d8-11e6-b158-3c4a9275d6c8"",""ERS1497241""",,"PDT000585284.1","2019-09-13T13:30:25Z",,,,"PDS000050612.18",,,"SAMEA44344918",,,
"Candida auris",,"""1a32bf40-c5d8-11e6-b158-3c4a9275d6c8"",""ERS1497242""",,"PDT000585285.1","2019-09-13T13:30:25Z",,,,"PDS000050612.18",,,"SAMEA44345668",,,
"Candida auris",,"""1a3b4ac0-c5d8-11e6-b158-3c4a9275d6c8"",""ERS1497243""",,"PDT000585286.1","2019-09-13T13:30:25Z",,,,"PDS000050612.18",,,"SAMEA44346418",,,
"Candida auris",,"""1a4c3ab0-c5d8-11e6-b158-3c4a9275d6c8"",""ERS1497245""",,"PDT000585288.1","2019-09-13T13:30:28Z",,,,"PDS000050612.18",,,"SAMEA44347918",,,
"Candida auris",,"""1a549f20-c5d8-11e6-b158-3c4a9275d6c8"",""ERS1497246""",,"PDT000585289.1","2019-09-13T13:30:28Z",,,,"PDS000050612.18",,,"SAMEA44348668",,,
"Candida auris",,"""1a5d0390-c5d8-11e6-b158-3c4a9275d6c8"",""ERS1497247""",,"PDT000585290.1","2019-09-13T13:30:28Z",,,,"PDS000050612.18",,,"SAMEA44349418",,,
"Candida auris",,"""1a658f10-c5d8-11e6-b158-3c4a9275d6c8"",""ERS1497248""",,"PDT000585291.1","2019-09-13T13:30:29Z",,,,"PDS000050612.18",,,"SAMEA44350168",,,
"Candida auris",,"""1a6e68b0-c5d8-11e6-b158-3c4a9275d6c8"",""ERS1497249""",,"PDT000585292.1","2019-09-13T13:30:30Z",,,,"PDS000050612.18",,,"SAMEA44350918",,,
"Candida auris",,"""1a809120-c5d8-11e6-b158-3c4a9275d6c8"",""ERS1497251""",,"PDT000585294.1","2019-09-13T13:30:35Z",,,,"PDS000050612.18",,,"SAMEA44352418",,,
"Candida auris",,"""1a8943b0-c5d8-11e6-b158-3c4a9275d6c8"",""ERS1497252""",,"PDT000585295.1","2019-09-13T13:30:37Z",,,,"PDS000050612.18",,,"SAMEA44353168",,,
"Candida auris",,"""1a91a820-c5d8-11e6-b158-3c4a9275d6c8"",""ERS1497253""",,"PDT000585296.1","2019-09-13T13:30:39Z",,,,"PDS000050612.18",,,"SAMEA44353918",,,
"Candida auris",,"""1a9a33a0-c5d8-11e6-b158-3c4a9275d6c8"",""ERS1497254""",,"PDT000585297.1","2019-09-13T13:30:41Z",,,,"PDS000050612.18",,,"SAMEA44354668",,,
"Candida auris",,"""1aa61a80-c5d8-11e6-b158-3c4a9275d6c8"",""ERS1497255""",,"PDT000585298.1","2019-09-13T13:30:43Z",,,,"PDS000050612.18",,,"SAMEA44355418",,,
"Candida auris",,"""1ab11700-c5d8-11e6-b158-3c4a9275d6c8"",""ERS1497256""",,"PDT000585299.1","2019-09-13T13:30:43Z",,,,"PDS000050612.18",,,"SAMEA44356168",,,
"Candida auris",,"""1adc45b0-c5d8-11e6-b158-3c4a9275d6c8"",""ERS1497260""",,"PDT000585303.1","2019-09-13T13:30:48Z",,,,"PDS000050612.18",,,"SAMEA44359168",,,
"Candida auris",,"""1ae71b20-c5d8-11e6-b158-3c4a9275d6c8"",""ERS1497261""",,"PDT000585304.1","2019-09-13T13:30:48Z",,,,"PDS000050612.18",,,"SAMEA44359918",,,
"Candida auris",,"""1af042e0-c5d8-11e6-b158-3c4a9275d6c8"",""ERS1497262""",,"PDT000585305.1","2019-09-13T13:30:48Z",,,,"PDS000050612.18",,,"SAMEA44360668",,,
"Candida auris",,"""1af8a750-c5d8-11e6-b158-3c4a9275d6c8"",""ERS1497263""",,"PDT000585306.1","2019-09-13T13:30:49Z",,,,"PDS000050612.18",,,"SAMEA44361418",,,
"Candida auris",,"""1b01f620-c5d8-11e6-b158-3c4a9275d6c8"",""ERS1497264""",,"PDT000585307.1","2019-09-13T13:30:49Z",,,,"PDS000050612.18",,,"SAMEA44362168",,,
"Candida auris",,"""1b141e90-c5d8-11e6-b158-3c4a9275d6c8"",""ERS1497266""",,"PDT000585309.1","2019-09-13T13:30:50Z",,,,"PDS000050612.18",,,"SAMEA44363668",,,
"Candida auris",,"""1b1c8300-c5d8-11e6-b158-3c4a9275d6c8"",""ERS1497267""",,"PDT000585310.1","2019-09-13T13:30:50Z",,,,"PDS000050612.18",,,"SAMEA44364418",,,
"Candida auris",,"""1b277f80-c5d8-11e6-b158-3c4a9275d6c8"",""ERS1497268""",,"PDT000585311.1","2019-09-13T13:30:50Z",,,,"PDS000050612.18",,,"SAMEA44365168",,,
"Candida auris",,"""1b2fe3f0-c5d8-11e6-b158-3c4a9275d6c8"",""ERS1497269""",,"PDT000585312.1","2019-09-13T13:30:50Z",,,,"PDS000050612.18",,,"SAMEA44365918",,,
"Candida auris",,"""1b493850-c5d8-11e6-b158-3c4a9275d6c8"",""ERS1497272""",,"PDT000585315.1","2019-09-13T13:30:51Z",,,,"PDS000050612.18",,,"SAMEA44368168",,,
"Candida auris",,"""1b519cc0-c5d8-11e6-b158-3c4a9275d6c8"",""ERS1497273""",,"PDT000585316.1","2019-09-13T13:30:51Z",,,,"PDS000050612.18",,,"SAMEA44368918",,,
"Candida auris",,"""1b5a4f50-c5d8-11e6-b158-3c4a9275d6c8"",""ERS1497274""",,"PDT000585317.1","2019-09-13T13:30:54Z",,,,"PDS000050612.18",,,"SAMEA44369668",,,
"Candida auris",,"""1b62b3c0-c5d8-11e6-b158-3c4a9275d6c8"",""ERS1497275""",,"PDT000585318.1","2019-09-13T13:30:54Z",,,,"PDS000050612.18",,,"SAMEA44370418",,,
"Candida auris",,"""B13343"",""SRS3855191""",,"PDT000585744.1","2019-09-13T14:30:46Z","USA: Connecticut","wound","clinical","PDS000050612.18",3,,"SAMN10142006",,,
"Candida auris",,"""B13696"",""SRS3826228""",,"PDT000585841.1","2019-09-13T14:31:02Z","USA: California","urine","clinical","PDS000050612.18",29,,"SAMN10139188",,,
"Candida auris","6684","""6684"",""SRS750391"",""UT6684""",,"PDT000587469.1","2015-07-30T21:17:18Z","India: Bengaluru","urine","clinical","PDS000050612.18",26,,"SAMN03200169","GCA_001189475.1",,
"Candida auris","288","""288"",""Candida auris 288"",""SRS5526400""",,"PDT000599588.1","2019-09-30T16:03:39Z","Germany","urine","clinical","PDS000050612.18",20,,"SAMN09786746","GCA_008729165.1",,
"Candida auris","394-1","""394-1"",""Emergence of Candida auris in Germany is linked to international medical tourism 394-1"",""SRS5512531""",,"PDT000599590.1","2019-09-30T16:04:09Z","Germany:MIBi Univ Hosp. Cologne","urine","clinical","PDS000050612.18",36,,"SAMN09789397","GCA_008729195.1",,
"Candida auris","394-2","""394-2"",""Emergence of Candida auris in Germany is linked to international medical tourism"",""SRS5524843""",,"PDT000599592.1","2019-09-30T16:04:36Z","Germany: MiBi Univ. Hosp. Cologne","urine","clinical","PDS000050612.18",36,,"SAMN09789398","GCA_008729255.1",,
"Candida auris","394-3","""394-3"",""Emergence of Candida auris in Germany is linked to international medical tourism 394-3"",""SRS5525027""",,"PDT000599593.1","2019-09-30T16:05:25Z","Germany: MiBi Univ. Hosp. Cologne","Swab inguinal region","clinical","PDS000050612.18",36,,"SAMN09789399","GCA_008729275.1",,
"Candida auris","CA_HTX1","""CA"",""CA_HTX1""",,"PDT000625100.1","2019-11-06T16:17:32Z","USA:Houston","multiple anatomical sites","clinical","PDS000050612.18",3,,"SAMN12307774","GCA_009602605.1",,
"Candida auris",,"""3"",""Cau1903"",""ERS3716134""",,"PDT000720495.3","2020-11-23T14:03:33Z","Hong Kong","swab","clinical","PDS000050612.18",5,,"SAMEA5927597","GCA_902712115.3",,
"Candida auris",,"""14"",""Cau1914"",""ERS3716145""",,"PDT000720496.3","2020-11-23T13:58:59Z","Hong Kong","swab","clinical","PDS000050612.18",5,,"SAMEA5927608","GCA_902712135.3",,
"Candida auris",,"""16"",""Cau1916"",""ERS3716147""",,"PDT000720497.3","2020-11-23T13:42:24Z","Hong Kong","swab","clinical","PDS000050612.18",7,,"SAMEA5927610","GCA_902712145.3",,
"Candida auris",,"""12"",""Cau1912"",""ERS3716143""",,"PDT000720498.3","2020-11-23T14:04:14Z","Hong Kong","swab","clinical","PDS000050612.18",6,,"SAMEA5927606","GCA_902712175.3",,
"Candida auris",,"""18"",""Cau1918"",""ERS3716149""",,"PDT000720500.3","2020-11-23T13:55:25Z","Hong Kong","swab","clinical","PDS000050612.18",11,,"SAMEA5927612","GCA_902712155.3",,
"Candida auris",,"""13"",""Cau1913"",""ERS3716144""",,"PDT000720503.3","2020-11-23T13:53:44Z","Hong Kong","swab","clinical","PDS000050612.18",7,,"SAMEA5927607","GCA_902712195.3",,
"Candida auris",,"""B16422"",""SRS5663029""",,"PDT000766856.1","2020-06-15T22:13:39Z","Kenya","P/SWAB","clinical","PDS000050612.18",16,,"SAMN13294107",,,
"Candida auris",,"""B16421"",""SRS5663028""",,"PDT000766857.1","2020-06-15T22:13:39Z","Kenya","blood","clinical","PDS000050612.18",11,,"SAMN13294108",,,
"Candida auris",,"""B14189"",""SRS5663020""",,"PDT000766865.1","2020-06-15T22:13:41Z","United Arab Emirates",,"clinical","PDS000050612.18",38,,"SAMN13294116",,,
"Candida auris",,"""B14126"",""SRS5663015""",,"PDT000766870.1","2020-06-15T22:13:42Z","Saudi Arabia","Pleural Fluid","clinical","PDS000050612.18",23,,"SAMN13294121",,,
"Candida auris",,"""B14000"",""SRS5663014""",,"PDT000766871.1","2020-06-15T22:13:43Z","United Arab Emirates",,"clinical","PDS000050612.18",11,,"SAMN13294122",,,
"Candida auris",,"""B16513"",""SRS5662966""",,"PDT000766925.1","2020-06-15T22:13:57Z","Kenya","CSF","clinical","PDS000050612.18",13,,"SAMN13294069",,,
